id,vid,tmstmp,lat,lon,hdg,pid,rt,des,pdist,dly,spd,tatripid,origtatripno,tablockid,zone,mode,psgld,stst,stsd
436,1205,20221018 18:13:20,29.64512000007241,-82.41053332816813,89,500384,75,Oaks Mall,40884,False,9,8050,708668,10753,,0,FULL,62700,2022-10-18
437,1015,20221018 18:13:21,29.65043839712504,-82.33933,180,500418,127,Sorority Row-Turlington,8088,False,0,13818,709807,11271,,0,EMPTY,64500,2022-10-18
438,4379,20221018 18:13:22,29.63707598785417,-82.34954329408879,250,500442,150,Haile Plantation,3764,False,28,10599,708910,11504,,0,EMPTY,65400,2022-10-18
440,2101,20221018 18:13:21,29.64452355918829,-82.29613335160046,89,352,2,Walmart/Duval,28635,False,33,13970,709866,10021,,0,EMPTY,64800,2022-10-18
442,1810,20221018 18:13:20,29.65206504217872,-82.33749298498596,269,323,5,Oaks Mall,7287,False,18,6125,708562,10053,,0,EMPTY,64080,2022-10-18
445,2105,20221018 18:13:21,29.632622188890245,-82.28832314851287,90,342,7,E. Meadows,20842,False,21,334,707961,10071,,0,EMPTY,64800,2022-10-18
446,1902,20221018 18:13:23,29.636980662881317,-82.34983822161304,249,500393,8,PineRidge/Walmart,2001,False,0,374,707985,10082,,0,EMPTY,65400,2022-10-18
448,2581,20221018 18:13:23,29.61944043466052,-82.36282634583452,355,500433,9,Reitz Union/UF Campus,3322,False,0,10972,709053,10094,,0,EMPTY,65280,2022-10-18
449,2578,20221018 18:13:19,29.645829163990754,-82.35031655251167,17,500433,9,Reitz Union/UF Campus,18625,False,0,10971,709052,10093,,0,EMPTY,64620,2022-10-18
455,2110,20221018 18:13:23,29.630161700882955,-82.32366534747322,297,35,16,UF Health,4548,False,27,8973,708798,10161,,0,EMPTY,65220,2022-10-18
456,2102,20221018 18:13:21,29.6380062,-82.32572,13,500382,17,Rosa Parks / Downtown,8298,True,0,8900,708747,10171,,0,EMPTY,64800,2022-10-18
457,1602,20221018 18:13:19,29.6380234,-82.3979,271,500354,20,Reitz Union / UF Campus,9368,True,0,14532,710270,10203,,0,EMPTY,63000,2022-10-18
460,1002,20221018 18:13:23,29.674449578580976,-82.43003837747115,177,500383,23,Oaks Mall,2394,False,0,1506,708191,10231,,0,EMPTY,65400,2022-10-18
485,1016,20221018 18:13:24,29.645546,-82.322725,359,323,5,Oaks Mall,0,False,0,6126,708563,10052,,0,EMPTY,65520,2022-10-18
487,1802,20221018 18:13:27,29.653378123264734,-82.38387708670624,22,335,5,Rosa Parks/Downtown,8988,False,26,6072,708519,10051,,0,EMPTY,64860,2022-10-18
488,702,20221018 18:13:28,29.67397852260117,-82.33072999055813,2,346,6,PineRidge/Walmart,14433,False,16,14001,709895,10061,,0,EMPTY,64800,2022-10-18
494,712,20221018 18:13:27,29.648630000008303,-82.34729833330375,89,500433,9,Reitz Union/UF Campus,20589,False,7,10970,709051,10092,,0,EMPTY,63960,2022-10-18
495,802,20221018 18:13:27,29.66663416893147,-82.34257064774397,90,22,10,Rosa Parks/Downtown,30853,False,31,636,708038,10101,,0,EMPTY,64800,2022-10-18
496,2107,20221018 18:13:26,29.651817191620665,-82.2865966284901,90,104,11,E. Meadows/Cedar Grove,24616,False,36,650,708052,10111,,0,EMPTY,64800,2022-10-18
497,1811,20221018 18:13:27,29.64481740012547,-82.34260334767914,270,500421,13,Cottage Grove / SW 13th Street,786,False,18,14342,710091,10131,,0,EMPTY,65700,2022-10-18
499,2110,20221018 18:13:26,29.630215130005,-82.3237859523593,297,35,16,UF Health,4591,False,30,8973,708798,10161,,0,EMPTY,65220,2022-10-18
503,804,20221018 18:13:25,29.64225,-82.36895,351,500354,20,Reitz Union / UF Campus,22899,False,2,14535,710273,10202,,0,EMPTY,65700,2022-10-18
504,1402,20221018 18:13:27,29.658499675493623,-82.40922987151102,326,324,23,Santa Fe,166,False,19,1469,708154,10232,,0,EMPTY,65520,2022-10-18
507,1601,20221018 18:13:29,29.64664,-82.34351,180,500400,33,Butler Plaza Transfer Station,1990,False,0,13148,709374,10331,,0,HALF_EMPTY,65160,2022-10-18
510,1014,20221018 18:13:28,29.64856666666667,-82.34524666666667,91,55,34,Hub / UF Campus,26771,False,0,13246,709436,10341,,0,EMPTY,63900,2022-10-18
511,1806,20221018 18:13:24,29.62790177806472,-82.37265,180,500387,34,Lexington Cr.,20355,False,0,13200,709404,10342,,0,EMPTY,63900,2022-10-18
512,1003,20221018 18:13:25,29.62157666666667,-82.37042666666666,107,207,35,SW 35TH PLACE,31457,False,0,14752,710440,10352,,0,EMPTY,63840,2022-10-18
516,1207,20221018 18:13:28,29.63365325127281,-82.35852319585828,60,500411,37,Reitz Union / UF Campus,20666,False,21,11894,709153,10372,,0,EMPTY,63900,2022-10-18
517,1204,20221018 18:13:25,29.64975608546999,-82.34397676099628,89,189,38,Enclave,654,False,0,2246,708301,10384,,0,EMPTY,64560,2022-10-18
518,1605,20221018 18:13:28,29.63889983393432,-82.34620817105257,177,189,38,Enclave,5569,False,11,2245,708300,10381,,0,HALF_EMPTY,63960,2022-10-18
519,2114,20221018 18:13:28,29.631919471041307,-82.36224028947154,61,500452,38,HUB / UF Campus,8337,False,0,2321,708367,10383,,0,EMPTY,65100,2022-10-18
530,1810,20221018 18:13:31,29.652062000488083,-82.33830666357689,270,323,5,Oaks Mall,7546,False,15,6125,708562,10053,,0,EMPTY,64080,2022-10-18
535,1808,20221018 18:13:31,29.7086413135811,-82.35882125236141,320,500393,8,PineRidge/Walmart,49828,False,16,14264,710033,10081,,0,EMPTY,62580,2022-10-18
538,712,20221018 18:13:30,29.64863000011236,-82.34708333075551,89,500433,9,Reitz Union/UF Campus,20657,False,13,10970,709051,10092,,0,EMPTY,63960,2022-10-18
542,1809,20221018 18:13:31,29.66891527080741,-82.32172198883849,12,66,15,NW 13th St/ NW 23rd Ave,10389,False,35,1010,708091,10151,,0,HALF_EMPTY,64800,2022-10-18
546,1604,20221018 18:13:33,29.634666684072407,-82.38594636022842,109,500354,20,Reitz Union / UF Campus,14561,False,31,14533,710271,10204,,0,EMPTY,63900,2022-10-18
550,2106,20221018 18:13:33,29.651757813695983,-82.31130804338787,12,500347,26,GNV Airport,5967,False,0,1553,708215,10261,,0,HALF_EMPTY,64800,2022-10-18
552,1202,20221018 18:13:31,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13098,709328,10333,,0,EMPTY,65160,2022-10-18
553,1017,20221018 18:13:29,29.644114862946218,-82.35044,0,500462,33,Midtown,27304,False,0,13097,709327,10334,,0,EMPTY,64080,2022-10-18
557,1009,20221018 18:13:32,29.62036,-82.35572,352,500406,35,Reitz Union / UF Campus,4920,False,9,14822,710386,10351,,0,EMPTY,65100,2022-10-18
558,1010,20221018 18:13:30,29.63612385751451,-82.35011245086935,348,500406,35,Reitz Union / UF Campus,14279,False,13,14821,710385,10354,,0,EMPTY,64200,2022-10-18
561,1104,20221018 18:13:31,29.64853,-82.34496,359,189,38,Enclave,0,False,5,2247,708302,10382,,0,EMPTY,65160,2022-10-18
565,1903,20221018 18:13:33,29.637,-82.34965333333334,247,500335,43,Santa Fe,3816,False,0,2403,708384,10432,,0,EMPTY,65220,2022-10-18
566,2112,20221018 18:13:32,29.6632671,-82.388916,271,500335,43,Santa Fe,30795,False,0,2401,708383,10431,,0,EMPTY,62520,2022-10-18
567,1401,20221018 18:13:33,29.62023831223614,-82.38039494133335,58,348,75,Butler Plaza Transfer Station,67236,False,0,8032,708650,10752,,0,EMPTY,62700,2022-10-18
571,4380,20221018 18:13:31,29.626552608859168,-82.37284411517858,47,500451,150,UF Health,31868,False,0,9691,708813,11503,,0,EMPTY,64800,2022-10-18
572,2101,20221018 18:13:37,29.6452209871826,-82.29445807916146,33,352,2,Walmart/Duval,29260,False,10,13970,709866,10021,,0,EMPTY,64800,2022-10-18
573,1016,20221018 18:13:39,29.645546,-82.322725,359,323,5,Oaks Mall,0,False,0,6126,708563,10052,,0,EMPTY,65520,2022-10-18
576,702,20221018 18:13:38,29.67394000016077,-82.33210496090548,270,346,6,PineRidge/Walmart,14873,False,33,14001,709895,10061,,0,EMPTY,64800,2022-10-18
577,2105,20221018 18:13:36,29.632620006410264,-82.28736653738558,89,342,7,E. Meadows,21145,False,16,334,707961,10071,,0,EMPTY,64800,2022-10-18
578,1902,20221018 18:13:39,29.636980662881317,-82.34983822161304,249,500393,8,PineRidge/Walmart,2001,False,0,374,707985,10082,,0,EMPTY,65400,2022-10-18
580,2581,20221018 18:13:39,29.619490270589385,-82.36283118803112,355,500433,9,Reitz Union/UF Campus,3340,False,0,10972,709053,10094,,0,EMPTY,65280,2022-10-18
581,2578,20221018 18:13:39,29.6458644635828,-82.35030351551228,17,500433,9,Reitz Union/UF Campus,18639,False,8,10971,709052,10093,,0,EMPTY,64620,2022-10-18
582,712,20221018 18:13:34,29.64862820007304,-82.34678999787349,89,500433,9,Reitz Union/UF Campus,20750,False,15,10970,709051,10092,,0,EMPTY,63960,2022-10-18
588,2102,20221018 18:13:36,29.6380062,-82.32572,13,500382,17,Rosa Parks / Downtown,8298,True,0,8900,708747,10171,,0,EMPTY,64800,2022-10-18
589,1602,20221018 18:13:36,29.638024669662105,-82.39798032875994,271,500354,20,Reitz Union / UF Campus,9393,True,5,14532,710270,10203,,0,EMPTY,63000,2022-10-18
592,1402,20221018 18:13:36,29.659185,-82.40883333333335,0,324,23,Santa Fe,416,False,7,1469,708154,10232,,0,EMPTY,65520,2022-10-18
593,1002,20221018 18:13:38,29.674449578580976,-82.43003837747115,177,500383,23,Oaks Mall,2394,False,0,1506,708191,10231,,0,EMPTY,65400,2022-10-18
599,1806,20221018 18:13:39,29.62790177806472,-82.37265,180,500387,34,Lexington Cr.,20355,False,0,13200,709404,10342,,0,EMPTY,63900,2022-10-18
603,1005,20221018 18:13:38,29.64514,-82.3469849,259,500406,35,Reitz Union / UF Campus,22931,False,7,14820,710384,10353,,0,EMPTY,63300,2022-10-18
612,1205,20221018 18:13:36,29.64428120024608,-82.40901249205545,147,500384,75,Oaks Mall,41499,False,36,8050,708668,10753,,0,FULL,62700,2022-10-18
613,1015,20221018 18:13:37,29.65043839712504,-82.33933,180,500418,127,Sorority Row-Turlington,8088,False,0,13818,709807,11271,,0,EMPTY,64500,2022-10-18
614,4379,20221018 18:13:38,29.636933427160365,-82.34998150589276,245,500442,150,Haile Plantation,3912,False,0,10599,708910,11504,,0,EMPTY,65400,2022-10-18
623,1808,20221018 18:13:43,29.709493133154933,-82.35959268839616,323,500393,8,PineRidge/Walmart,50223,False,15,14264,710033,10081,,0,EMPTY,62580,2022-10-18
627,802,20221018 18:13:40,29.66663046257612,-82.34055758467042,90,22,10,Rosa Parks/Downtown,31496,False,20,636,708038,10101,,0,EMPTY,64800,2022-10-18
628,2107,20221018 18:13:42,29.651809582323956,-82.28368833109606,90,104,11,E. Meadows/Cedar Grove,25541,False,39,650,708052,10111,,0,EMPTY,64800,2022-10-18
629,1811,20221018 18:13:43,29.64483177846116,-82.34341730268694,272,500421,13,Cottage Grove / SW 13th Street,1046,False,7,14342,710091,10131,,0,EMPTY,65700,2022-10-18
630,1809,20221018 18:13:40,29.66998734837099,-82.32132871730364,21,66,15,NW 13th St/ NW 23rd Ave,10802,False,17,1010,708091,10151,,0,HALF_EMPTY,64800,2022-10-18
631,2110,20221018 18:13:42,29.631596464377992,-82.32557921640719,330,35,16,UF Health,5366,False,30,8973,708798,10161,,0,EMPTY,65220,2022-10-18
634,1604,20221018 18:13:40,29.63442557015456,-82.38512555063483,108,500354,20,Reitz Union / UF Campus,14834,False,30,14533,710271,10204,,0,EMPTY,63900,2022-10-18
635,804,20221018 18:13:40,29.64225,-82.36895,269,500354,20,Reitz Union / UF Campus,22899,False,16,14535,710273,10202,,0,EMPTY,65700,2022-10-18
639,1601,20221018 18:13:40,29.646530000008237,-82.34359500646742,270,500400,33,Butler Plaza Transfer Station,2057,False,7,13148,709374,10331,,0,HALF_EMPTY,65160,2022-10-18
644,1003,20221018 18:13:40,29.62157666666667,-82.37042666666666,107,207,35,SW 35TH PLACE,31457,False,0,14752,710440,10352,,0,EMPTY,63840,2022-10-18
647,1005,20221018 18:13:44,29.64518666666667,-82.34695166666667,186,500406,35,Reitz Union / UF Campus,22931,False,0,14820,710384,10353,,0,EMPTY,63300,2022-10-18
648,1207,20221018 18:13:43,29.63442479641368,-82.35651893196393,67,500411,37,Reitz Union / UF Campus,21361,False,37,11894,709153,10372,,0,EMPTY,63900,2022-10-18
650,1204,20221018 18:13:40,29.64975663009924,-82.34391024358625,89,189,38,Enclave,675,False,1,2246,708301,10384,,0,EMPTY,64560,2022-10-18
651,1605,20221018 18:13:44,29.638417350382294,-82.3460879535979,162,189,38,Enclave,5752,False,0,2245,708300,10381,,0,HALF_EMPTY,63960,2022-10-18
652,2114,20221018 18:13:44,29.63191969350097,-82.36223982650264,61,500452,38,HUB / UF Campus,8337,False,0,2321,708367,10383,,0,EMPTY,65100,2022-10-18
656,1205,20221018 18:13:43,29.643331635828257,-82.40834726068749,148,500384,75,Oaks Mall,41905,False,37,8050,708668,10753,,0,FULL,62700,2022-10-18
662,1810,20221018 18:13:47,29.652062,-82.338789,269,323,5,Oaks Mall,7700,False,0,6125,708562,10053,,0,EMPTY,64080,2022-10-18
663,1802,20221018 18:13:46,29.652216905665277,-82.3804989244714,107,335,5,Rosa Parks/Downtown,10124,False,38,6072,708519,10051,,0,EMPTY,64860,2022-10-18
665,2105,20221018 18:13:49,29.63262001957528,-82.28590127153082,89,342,7,E. Meadows,21610,False,25,334,707961,10071,,0,EMPTY,64800,2022-10-18
670,712,20221018 18:13:50,29.64853,-82.34496,148,500433,9,Reitz Union/UF Campus,21386,False,0,10970,709051,10092,,0,EMPTY,63960,2022-10-18
684,1202,20221018 18:13:48,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13098,709328,10333,,0,EMPTY,65160,2022-10-18
685,1017,20221018 18:13:45,29.644114862946218,-82.35044,0,500462,33,Midtown,27304,False,0,13097,709327,10334,,0,EMPTY,64080,2022-10-18
686,1014,20221018 18:13:45,29.64856666666667,-82.34524666666667,91,55,34,Hub / UF Campus,26771,False,0,13246,709436,10341,,0,EMPTY,63900,2022-10-18
689,1009,20221018 18:13:48,29.6215223794021,-82.35588411280601,355,500406,35,Reitz Union / UF Campus,5350,False,33,14822,710386,10351,,0,EMPTY,65100,2022-10-18
691,1005,20221018 18:13:45,29.64514,-82.346983,359,500406,35,Reitz Union / UF Campus,22931,False,0,14820,710384,10353,,0,EMPTY,63300,2022-10-18
693,1104,20221018 18:13:47,29.64853,-82.34496,359,189,38,Enclave,0,False,8,2247,708302,10382,,0,EMPTY,65160,2022-10-18
697,1903,20221018 18:13:49,29.637001666666663,-82.34965333333334,247,500335,43,Santa Fe,3816,False,0,2403,708384,10432,,0,EMPTY,65220,2022-10-18
698,2112,20221018 18:13:48,29.663267440153817,-82.38893056629419,271,500335,43,Santa Fe,30799,False,0,2401,708383,10431,,0,EMPTY,62520,2022-10-18
699,1401,20221018 18:13:49,29.62023831223614,-82.38039494133335,58,348,75,Butler Plaza Transfer Station,67236,False,0,8032,708650,10752,,0,EMPTY,62700,2022-10-18
703,4380,20221018 18:13:46,29.626552608859168,-82.37284411517858,47,500451,150,UF Health,31868,False,0,9691,708813,11503,,0,EMPTY,64800,2022-10-18
704,2101,20221018 18:13:54,29.645264062767467,-82.29442488796151,33,352,2,Walmart/Duval,29279,False,0,13970,709866,10021,,0,EMPTY,64800,2022-10-18
705,1016,20221018 18:13:55,29.645546,-82.322725,359,323,5,Oaks Mall,0,False,0,6126,708563,10052,,0,EMPTY,65520,2022-10-18
706,1810,20221018 18:13:55,29.652062,-82.338789,269,323,5,Oaks Mall,7700,False,0,6125,708562,10053,,0,EMPTY,64080,2022-10-18
708,702,20221018 18:13:52,29.67394672486534,-82.33448725244912,270,346,6,PineRidge/Walmart,15626,False,39,14001,709895,10061,,0,EMPTY,64800,2022-10-18
710,1902,20221018 18:13:54,29.636980662881317,-82.34983822161304,249,500393,8,PineRidge/Walmart,2001,False,0,374,707985,10082,,0,EMPTY,65400,2022-10-18
719,2110,20221018 18:13:50,29.632553995924344,-82.32594093152305,342,35,16,UF Health,5735,False,35,8973,708798,10161,,0,EMPTY,65220,2022-10-18
720,2102,20221018 18:13:53,29.6380062,-82.32572,13,500382,17,Rosa Parks / Downtown,8298,True,0,8900,708747,10171,,0,EMPTY,64800,2022-10-18
721,1602,20221018 18:13:52,29.638356443870563,-82.39823,0,500354,20,Reitz Union / UF Campus,9593,False,18,14532,710270,10203,,0,EMPTY,63000,2022-10-18
724,1402,20221018 18:13:51,29.6596413,-82.40932,292,324,23,Santa Fe,721,False,0,1469,708154,10232,,0,EMPTY,65520,2022-10-18
725,1002,20221018 18:13:53,29.67431000004222,-82.43044664766586,270,500383,23,Oaks Mall,2579,False,18,1506,708191,10231,,0,EMPTY,65400,2022-10-18
726,2106,20221018 18:13:55,29.65306,-82.31065,25,500347,26,GNV Airport,6488,False,25,1553,708215,10261,,0,HALF_EMPTY,64800,2022-10-18
734,1010,20221018 18:13:53,29.63646,-82.35017,354,500406,35,Reitz Union / UF Campus,14404,False,0,14821,710385,10354,,0,EMPTY,64200,2022-10-18
742,2112,20221018 18:13:51,29.663267440153817,-82.38893056629419,271,500335,43,Santa Fe,30799,False,24,2401,708383,10431,,0,EMPTY,62520,2022-10-18
745,1015,20221018 18:13:53,29.65043839712504,-82.33933,180,500418,127,Sorority Row-Turlington,8088,False,0,13818,709807,11271,,0,EMPTY,64500,2022-10-18
746,4379,20221018 18:13:54,29.636933427160365,-82.34998150589276,245,500442,150,Haile Plantation,3912,False,0,10599,708910,11504,,0,EMPTY,65400,2022-10-18
755,1808,20221018 18:13:59,29.709602201448345,-82.3596862741867,323,500393,8,PineRidge/Walmart,50272,False,0,14264,710033,10081,,0,EMPTY,62580,2022-10-18
756,2581,20221018 18:13:58,29.619619934461287,-82.36284,0,500433,9,Reitz Union/UF Campus,3388,False,5,10972,709053,10094,,0,EMPTY,65280,2022-10-18
757,2578,20221018 18:13:55,29.64682066941604,-82.34973969500041,5,500433,9,Reitz Union/UF Campus,19109,False,11,10971,709052,10093,,0,EMPTY,64620,2022-10-18
759,802,20221018 18:13:56,29.66660163762629,-82.3403976329591,175,22,10,Rosa Parks/Downtown,31558,False,0,636,708038,10101,,0,EMPTY,64800,2022-10-18
760,2107,20221018 18:14:00,29.65180100501981,-82.28041005818493,90,104,11,E. Meadows/Cedar Grove,26579,False,41,650,708052,10111,,0,EMPTY,64800,2022-10-18
761,1811,20221018 18:13:59,29.645896518841507,-82.3435,0,500421,13,Cottage Grove / SW 13th Street,1459,False,16,14342,710091,10131,,0,EMPTY,65700,2022-10-18
762,1809,20221018 18:13:56,29.670257109365654,-82.32120601746922,25,66,15,NW 13th St/ NW 23rd Ave,10908,False,0,1010,708091,10151,,0,HALF_EMPTY,64800,2022-10-18
766,1604,20221018 18:13:56,29.63405276466176,-82.38299395655656,98,500354,20,Reitz Union / UF Campus,15525,False,26,14533,710271,10204,,0,EMPTY,63900,2022-10-18
767,804,20221018 18:13:57,29.64228166666667,-82.36672166666668,90,500354,20,Reitz Union / UF Campus,23605,False,20,14535,710273,10202,,0,EMPTY,65700,2022-10-18
770,2106,20221018 18:13:56,29.65314013768592,-82.31060501429371,25,500347,26,GNV Airport,6521,False,23,1553,708215,10261,,0,HALF_EMPTY,64800,2022-10-18
771,1601,20221018 18:13:55,29.64605255931973,-82.34462250871854,242,500400,33,Butler Plaza Transfer Station,2428,False,11,13148,709374,10331,,0,HALF_EMPTY,65160,2022-10-18
775,1806,20221018 18:13:55,29.62782190985512,-82.37265,180,500387,34,Lexington Cr.,20384,False,11,13200,709404,10342,,0,EMPTY,63900,2022-10-18
776,1003,20221018 18:13:56,29.62157666666667,-82.37042666666666,107,207,35,SW 35TH PLACE,31457,False,0,14752,710440,10352,,0,EMPTY,63840,2022-10-18
780,1207,20221018 18:13:58,29.635402417863368,-82.35378539480092,67,500411,37,Reitz Union / UF Campus,22299,False,37,11894,709153,10372,,0,EMPTY,63900,2022-10-18
782,1204,20221018 18:13:58,29.64975877373034,-82.34364843467921,89,189,38,Enclave,757,False,0,2246,708301,10384,,0,EMPTY,64560,2022-10-18
784,2114,20221018 18:14:00,29.63191969350097,-82.36223982650264,61,500452,38,HUB / UF Campus,8337,False,0,2321,708367,10383,,0,EMPTY,65100,2022-10-18
786,2112,20221018 18:14:00,29.66508,-82.38902,0,500335,43,Santa Fe,31454,False,33,2401,708383,10431,,0,EMPTY,62520,2022-10-18
795,1802,20221018 18:14:02,29.65119326583782,-82.37758255077588,107,335,5,Rosa Parks/Downtown,11069,False,37,6072,708519,10051,,0,EMPTY,64860,2022-10-18
796,702,20221018 18:14:04,29.673964558408933,-82.33686353959091,270,346,6,PineRidge/Walmart,16379,False,34,14001,709895,10061,,0,EMPTY,64800,2022-10-18
797,2105,20221018 18:14:04,29.63262000677122,-82.28476650090121,89,342,7,E. Meadows,21969,False,7,334,707961,10071,,0,EMPTY,64800,2022-10-18
805,1811,20221018 18:14:03,29.64615486871355,-82.3435052554872,358,500421,13,Cottage Grove / SW 13th Street,1553,False,12,14342,710091,10131,,0,EMPTY,65700,2022-10-18
816,1202,20221018 18:14:03,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13098,709328,10333,,0,EMPTY,65160,2022-10-18
817,1017,20221018 18:14:01,29.644114862946218,-82.35044,0,500462,33,Midtown,27304,False,0,13097,709327,10334,,0,EMPTY,64080,2022-10-18
818,1014,20221018 18:14:01,29.64856666666667,-82.34524666666667,91,55,34,Hub / UF Campus,26771,False,0,13246,709436,10341,,0,EMPTY,63900,2022-10-18
821,1009,20221018 18:14:04,29.62380777567682,-82.35609718613831,354,500406,35,Reitz Union / UF Campus,6187,False,20,14822,710386,10351,,0,EMPTY,65100,2022-10-18
826,1605,20221018 18:14:01,29.638394794731923,-82.34607960308522,162,189,38,Enclave,5760,False,0,2245,708300,10381,,0,HALF_EMPTY,63960,2022-10-18
827,2114,20221018 18:14:02,29.63192353970153,-82.3622318220348,61,500452,38,HUB / UF Campus,8340,False,10,2321,708367,10383,,0,EMPTY,65100,2022-10-18
